,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
19,AA7706-1,084052,090112,090345,090807,091029,091146,091441,091736,092829,092946,,093335,093419,093546,093640,093807,094007,094134,094301,094407,094701,094745
20,AA7488-1,084852,085356,085757,,090439,090628,090934,091113,092208,092335,092556,092745,092902,093029,093123,093302,093358,093513,093640,093818,094113,094218
21,AA7149-1,090700,091040,091408,091758,092219,092440,092745,092913,094051,094240,094439,094617,094701,094756,094839,095100,095249,095405,095459,095648,100004,100120
22,AA7101-1,091852,092113,092440,092713,093113,093251,093608,093724,094756,094912,095155,095405,095459,095616,095721,095837,100047,100153,100309,100425,100657,100803
23,AA7492-1,,093251,093535,093912,094312,,094756,094850,100004,100131,100341,100530,,,100740,101003,101203,101319,101424,101529,101803,101952
24,AA7323-1,,,094606,,095343,095449,095721,095837,101225,101330,,101835,101952,102204,102310,102426,102617,102723,102806,103027,103250,103406
25,AA7637-1,101152,101352,101803,102153,102617,102756,103016,103122,104319,104436,104635,104814,104919,105046,105057,105246,105340,105457,105603,105825,110058,110203
26,AA7322-1,102226,102639,102900,103217,103533,103700,103827,104047,105057,105214,,,105636,105814,105908,110014,110141,110257,110352,110603,110847,111003
27,AA7530-2,103754,104214,104457,,105308,105603,105752,110025,111141,111319,,111837,111931,112204,112320,112436,112541,112657,112816,113016,113239,113428
28,AA7440-2,105214,105552,105825,110130,110636,111003,111225,111403,112646,112911,113156,113428,113544,113733,113838,114005,114143,114259,114405,114521,114848,115015
29,AA7173-2,110403,110720,110909,111141,111509,111636,111858,112132,113239,113355,,113743,113827,113849,114038,114237,114449,114554,114648,114848,115153,115259
30,AA7488-2,112849,113156,113533,,114427,114626,115004,115237,120414,120530,120753,121016,121204,121311,121428,121533,121701,121839,121955,122051,122345,122536
31,AA7149-2,114059,114405,114615,115004,115447,115658,115953,120131,121143,121249,121439,121701,121745,121944,122051,122156,122313,122419,122536,122630,122914,123030
32,AA7492-2,,115603,115931,120341,120614,120932,121300,121417,122630,122735,,123113,,123453,123503,123726,123919,124036,124203,124309,124624,124815
33,AA7323-2,,120954,121311,121701,,122313,122558,122841,123952,124047,124309,124425,124530,124742,124859,125004,125154,125310,125405,125606,125912,130051
34,AA7637-2,123442,123610,123930,124247,124646,124848,125121,125259,130156,130229,130502,130619,130724,130851,130924,131208,131420,131558,131654,131832,132054,132243
35,AA7322-2,124635,124731,125026,125427,,,130101,130251,131410,131504,,131905,131959,132200,132254,132349,132539,132644,132739,132941,133214,133406
36,AA7440-3,125712,125901,130123,130451,130946,131157,131453,131621,132644,132803,133014,133203,,133319,133450,133745,133957,134126,134242,134431,134716,134937
37,AA7173-3,,131029,131420,131716,132010,132243,132611,132941,133957,134104,134315,134431,134526,134738,134810,135010,135121,135250,135356,135545,135852,135957
38,AA7488-3,133236,133533,133818,,134537,134810,135110,135323,140337,140443,140705,140921,141015,141153,141301,141511,141700,141816,141921,142015,142320,142439
39,AA7149-3,,134621,134905,135250,135556,135819,140146,140315,141228,141344,,141732,141838,142110,142215,142439,142627,142734,142851,143117,143414,143625
40,AA7492-3,,135618,140231,140827,141048,141500,,142110,143330,143436,,144111,,,144508,144622,144741,144858,144953,145153,145436,145603
41,AA7323-3,140741,140954,141544,141932,142248,142450,142723,143041,144227,144402,,144847,144953,145247,145403,145531,145658,145805,145910,150102,150324,150508
42,AA7637-3,,143953,144238,144622,144953,145120,145436,145742,150836,150933,151152,151334,151407,151418,151537,151951,152058,152224,152340,152532,152825,153014
43,AA7440-4,,145910,150128,150414,150802,151108,151548,151906,153100,153216,,153746,153808,153830,153948,154223,154448,154617,154722,154944,155216,155332
44,AA7173-4,150933,151108,151429,151632,152058,152257,152847,153216,154448,154533,154736,154900,154955,155122,155205,155354,155449,155616,155659,155851,160125,160308
45,AA7367-0,,151559,151951,152424,152836,153014,153511,153757,154900,154944,155205,155311,155416,155627,155723,155902,160058,160202,160332,160441,160746,160956
46,AA7322-3,152705,152825,153311,,154117,154426,154627,154911,155946,160019,,160419,160505,160735,160819,160935,161040,161145,161302,161407,161652,161808
47,AA7488-4,153344,153511,153830,154150,154606,154828,155027,155322,160623,160702,,161008,161040,161302,161346,161512,161652,161830,161925,162125,162403,162510
48,AA7149-4,153746,154319,154627,154828,155227,155511,155746,155913,162114,162157,162339,162522,162554,162809,162853,162949,163129,163236,163330,163436,163658,163826
49,AA7706-2,,160515,161029,,162031,162306,162627,163000,165211,165245,165437,165604,165649,165806,165911,170006,170144,170300,170405,170543,170754,170944
50,AA7323-4,161641,162125,162638,,163541,163920,,,171006,171039,,171344,171418,171630,171731,171837,172100,172205,172300,172543,172748,173000
51,AA7492-4,,,,,161947,162157,162437,162605,164523,164555,164841,164936,165113,165224,165329,165426,165649,165755,165901,170038,,170322
52,AA7536-1,162820,163012,163436,,,,164735,164903,172016,172122,,172510,,172810,172905,173011,173128,173235,173341,173541,173807,173902
53,AA7248-1,163625,163837,164249,164701,165245,165553,165733,170017,173235,173330,,173818,173913,173924,174048,174252,174511,174628,174722,174945,175237,175404
54,AA7637-4,164428,164724,165041,165401,170038,170155,170500,170805,174555,174700,174912,175058,175153,175415,175510,175628,175744,180040,180135,180345,180702,180853
55,AA7101-2,164957,170354,170649,171039,171451,171909,172748,173055,175923,180018,180251,180440,180556,180618,180746,181010,181139,181256,181351,181541,181828,181958
56,AA7173-5,,171512,172016,172249,172938,,173530,173840,180407,180451,,180757,180842,181054,181117,181318,181445,181625,181709,181744,182010,182107
57,AA6952-1,,172724,173044,173414,173735,,,,181256,181351,181541,181732,,,182022,,182351,182521,182637,182758,183031,183209
58,AA7322-4,173044,173436,173840,174205,174733,174901,175226,175426,181625,181658,,,182010,182201,182246,182351,182510,182616,182733,182948,183222,183434
59,AA7488-5,174227,174333,174649,175009,175521,175733,180018,180334,182045,182128,182329,182521,182616,182746,182843,183021,183159,183305,183411,183541,183826,184004
60,AA7149-5,,175817,180251,180702,181117,181402,181732,182045,183732,183815,184004,184110,184204,184416,184512,184639,184746,184852,184936,185135,185358,185514
61,AA7492-5,,182448,182926,183232,183530,183815,184048,184416,190000,190105,,190443,190538,190549,190822,191045,191214,191341,191457,191603,191921,192216
62,AA6979-0,,182832,,183636,183953,,184439,,,,,,,,,,,,,,,193925
63,AA7101-3,,,,,,,,,,,,,,,,,,,,182853,,
64,AA7323-5,184427,184958,185336,,190105,190443,190738,191045,192828,192922,193205,193405,193510,193659,193743,193936,194114,194232,194305,194617,194807,194934
65,AA7536-2,185726,190116,190422,190654,191013,,191457,191647,193310,193448,193743,193849,,194221,194327,194506,194639,194745,194839,194944,195228,195333
66,AA7706-3,,,,,,,,,,,,,,,,185938,190127,190244,190349,190549,190833,191045
67,AA7248-2,,191657,192310,192616,192911,193310,193416,193554,194712,194817,,195206,195311,195333,195510,195733,195859,200016,200132,200332,200616,200711
68,AA7173-6,193806,194243,194434,194745,195017,195122,195344,195510,200437,200521,200711,200818,200902,201040,201101,201239,201344,201511,201606,201650,202018,202145
69,AA6952-2,200110,200310,200554,200935,201228,201629,201650,201807,202732,202837,,203142,203311,203459,203532,203615,203732,203848,203944,204050,204246,204446
70,AA7488-6,201511,201723,202134,202512,202732,203005,203153,203459,204329,204402,,204646,204732,204912,205017,205100,205206,205301,205356,205545,205744,205817
71,AA7149-6,,203120,203459,203754,204017,204159,204508,204646,205556,205701,205900,210006,210100,210133,210249,210438,210615,210721,210829,210902,211135,211231
72,AA7323-6,,205417,205617,,210111,210343,210521,210732,211655,211750,211940,212047,212142,212331,212426,212605,212734,212839,212934,213113,213409,213514
73,AA7440-5,,,211538,211845,212131,212331,212554,212711,213758,213841,214041,214207,214334,214440,214524,214640,214756,214913,215008,215145,215439,215555
74,AA7173-7,212934,213040,213241,213503,213725,213946,214207,214419,215428,215523,215701,215817,215923,220144,220217,220333,220417,220533,220649,220828,221111,221227
75,AA6952-3,214240,,214756,215102,215428,,215828,215945,220900,220922,221100,221217,,221533,221605,221732,221859,222004,222058,222143,222404,222532
76,AA7488-7,215934,220155,220617,220922,221205,221311,221605,221837,222805,222911,223110,223226,223331,223458,223603,223647,223908,224014,224058,224225,224519,224657
77,AA7149-7,,221616,221953,222216,222543,222637,222838,222932,223919,223952,,224236,224341,224508,224541,224646,224847,224953,225048,225131,225353,225447
78,AA7492-6,,223342,223730,224003,224309,224614,224741,224847,225920,230003,230202,230331,230436,230614,230708,230814,230931,231036,231153,231352,231700,231754
79,AA7323-7,224847,224953,225225,225624,225848,,230237,230353,231258,231331,231508,231617,231700,231816,231854,232003,232057,232152,232251,232503,232717,232907
80,AA7440-6,230848,,231309,231617,231916,232130,232334,232540,,,,,,,,,,,,,,
81,AA7173-8,,231916,232108,232323,232612,232802,,,,,,,,,,,,,,,,
